Title,Genres,Release Date,Release Country,Review Rating,Movie Run Time
Cell 213 (2011), Horror,2014/07/22,USA,5,109
Bear Creek (2017), Horror,2017/02/19,USA,5,90
Toad Road (2012), Horror,2013/10/25,USA,5.1,76
American Guinea Pig: Bouquet of Guts and Gore (2014), Horror,2014/10/24,USA,4.4,-1
Lost Time (2014), Horror| Sci-Fi| Thriller,2014/09/19,USA,2.9,93
The Midnight Man (2016), Horror,2016/09/30,Canada,5.8,95
The Afflicted (2011), Horror| Thriller,2012/03/01,USA,4.6,-1
Blood Trap (2015), Comedy| Crime| Horror| Thriller,2016/09/20,USA,4,90
KL Zombi (2013), Comedy| Horror| Thriller,2013/08/29,Malaysia,5.1,-1
Zombie Pizza (2017), Comedy| Horror,2017/04/01,USA,5.1,94
The Haunting of Helena (2012), Horror| Thriller,2013/06/18,USA,4.7,84
Cine Basura: La película (2016), Comedy| Horror| Sci-Fi,2016/10/08,Spain,6.9,90
The Sighting (2016), Horror| Sci-Fi| Thriller,2016/05/10,USA,3.8,-1
Roseville (2013), Horror| Mystery| Thriller,2013/12/20,Bulgaria,6.2,120
616: Paranormal Incident (2013), Horror,2013/02/12,USA,2.8,90
"Sweet, Sweet Lonely Girl (2016)", Drama| Horror| Thriller,2016/09/22,USA,5.4,76
Lion (2017), Horror,2017/01/01,UK,-1,12
HoneyBee (2016), Horror,2016/10/18,USA,7.1,95
Asmodexia (2014), Horror,2014/09/26,USA,4.7,81
Flight from Hell (2014), Action| Horror| Thriller,2014/03/21,China,3.9,86
Red Room (2017), Horror| Thriller,2017/01/01,Ireland,-1,96
Director's Cut (2016), Horror,2016/01/22,USA,6,90
The Poltergeist of Borley Forest (2013), Horror| Mystery| Thriller,2013/08/31,USA,2.5,102
Fractured (2015), Drama| Horror| Thriller,2015/04/17,USA,2.4,89
Sharkenstein (2016), Action| Horror| Sci-Fi,2016/08/16,USA,2.4,85
Devi(L) (2016), Comedy| Horror,2016/10/07,USA,6.3,126
Dark Circles (2013), Horror,2013/05/21,USA,5.1,87
Insectula! (2015), Comedy| Horror| Sci-Fi,2015/03/13,USA,5.7,101
Hide and Never Seek (2016), Horror,2016/10/26,South Korea,3.9,88
The Mine (2012), Adventure| Horror| Mystery| Thriller,2012/09/13,USA,3.8,95
Adam K (2017), Horror,2017/08/12,USA,5.2,93
Shivalinga (2016), Drama| Horror| Thriller,2016/03/05,USA,7.4,155
Comedown (2012), Horror,2013/04/25,Bahrain,4.7,-1
13/13/13 (2013), Horror,2013/10/01,USA,4.4,86
Cord (2015), Fantasy| Horror| Romance| Sci-Fi,2015/03/28,Colombia,5,65
Rogue River (2012), Horror| Thriller,2012/01/16,UK,4.3,81
All Hallows Eve: October 30th (2015), Horror| Thriller,2015/06/16,USA,4.2,105
Find Me (2014), Horror| Mystery| Thriller,2014/09/01,USA,4.6,85
The Attic (2017), Horror,2017/01/25,Thailand,3.2,72
The Amityville Asylum (2013), Horror,2013/06/03,UK,2.9,88
The Coed and the Zombie Stoner (2014), Comedy| Horror,2014/04/18,USA,3.7,91
Impossible Horror (2017), Horror,2017/10/16,Canada,5.9,76
Hellbenders (2012), Comedy| Horror| Thriller,2013/05/23,Russia,4.8,85
Sangili Bungili Kadhava Thorae (2017), Comedy| Horror,2017/05/18,Kuwait,5.5,-1
Slasher Night (2017), Horror| Mystery| Thriller,2017/09/07,USA,-1,75
Airborne (2012), Comedy| Horror| Mystery| Thriller,2013/02/06,Sweden,3.9,81
Playback (2012), Horror| Thriller,2012/03/09,USA,4.3,98
House on the Hill (2012), Crime| Horror,2015/07/21,USA,2.9,85
Bachelor Games (2016), Action| Adventure| Comedy| Horror| Thriller,2016/07/01,USA,4.4,86
All About Evil (2010), Comedy| Horror,2014/06/25,USA,6.2,98
I Will Follow You Into the Dark (2012), Drama| Horror| Romance| Thriller,2013/10/11,USA,4.6,112
Prisoners of the Sun (2013), Action| Adventure| Horror| Mystery,2014/07/08,USA,3.6,85
Ooga Booga (2013), Comedy| Fantasy| Horror,2013/03/12,USA,3.6,87
Without Name (2016), Drama| Horror| Mystery| Thriller,2016/10/01,Spain,5.6,93
The Penny Dreadful Picture Show (2013), Horror,2013/10/08,USA,5.1,101
Throwback (2014), Action| Adventure| Horror| Mystery| Thriller,2014/01/01,Australia,3.9,-1
Late Night Double Feature (2016), Comedy| Horror| Thriller,2016/12/06,Canada,4,89
13 Eerie (2013), Horror| Sci-Fi,2013/04/02,USA,4.5,87
Gogol. Nachalo (2017), Adventure| Crime| Horror| Mystery| Thriller,2017/08/31,Russia,5.6,107
A Resurrection (2013), Horror| Thriller,2013/03/22,USA,4,89
"Bullets, Fangs and Dinner at 8 (2015)", Comedy| Crime| Horror| Thriller,2015/06/12,USA,5.7,90
Massacre County (2015), Crime| Horror| Mystery| Thriller,2015/11/12,Brazil,5.7,113
2 Bedroom 1 Bath (2014), Horror| Mystery| Thriller,2014/09/05,USA,4.1,91
The Mimic (2017), Drama| Fantasy| Horror| Mystery| Thriller,2017/08/17,South Korea,6,100
Paranormal Movie (2013), Comedy| Horror,2013/04/09,USA,2.2,88
Silent Retreat (2016), Horror| Mystery| Thriller,2016/01/12,USA,4.1,92
Atrocious (2015), Horror,2015/10/31,Mexico,5.9,79
Joker's Wild (2016), Horror| Thriller,2016/06/01,USA,1.9,71
Over Your Dead Body (2014), Horror,2014/08/23,Japan,6.2,93
Ghost of Goodnight Lane (2014), Comedy| Horror,2014/06/10,USA,4.4,96
Evil Bong 666 (2017), Comedy| Horror,2017/04/20,USA,5.5,65
Bornless Ones (2016), Horror,2017/02/10,USA,4.7,81
Neverlake (2013), Drama| Horror| Mystery,2014/04/25,Germany,5.4,86
Walking Dead in the West (2016), Horror,2016/08/22,USA,2.9,88
Black Butler (2014), Action| Crime| Drama| Fantasy| Horror| Mystery| Thriller,2014/01/18,Japan,6.3,119
The Haunted House on Kirby Road (2016), Adventure| Comedy| Horror| Mystery| Thriller,2016/10/14,USA,5.7,83
Der Bunker (2015), Comedy| Drama| Horror,2016/01/21,Germany,6.2,85
Moth (2016), Drama| Horror| Mystery,2017/02/21,USA,3.6,81
Grace: The Possession (2014), Horror| Thriller,2014/10/21,USA,4.8,87
Helter Skelter (2012), Drama| Horror,2012/07/14,Japan,6.4,-1
Krampus Unleashed (2016), Horror,2016/11/01,USA,2.4,-1
I Am Alone (2015), Drama| Horror| Sci-Fi,2015/09/12,USA,6.4,88
Diário de um Exorcista - Zero (2016), Horror| Thriller,2016/05/25,Brazil,4.5,98
Devil's Domain (2016), Horror,2016/01/01,USA,3.4,93
Dead Sea (2014), Action| Horror| Sci-Fi| Thriller,2016/11/04,USA,4,90
Re-Kill (2015), Action| Horror,2015/10/16,USA,5,88
Interior (2014), Horror| Thriller,2014/10/26,USA,6.7,82
The Bride (2014), Horror| Thriller,2014/08/05,Japan,3.4,82
Dracula: The Impaler (2013), Action| Horror| Thriller,2013/10/31,USA,3.5,86
Halloween: The Night HE Came Back (2016), Horror,2016/10/25,Canada,6.9,45
Die Präsenz (2014), Horror,2014/10/31,Germany,4.1,83
Bubba the Redneck Werewolf (2014), Comedy| Horror,2014/10/25,USA,6.7,80
Demon Hunter (2016), Action| Adventure| Fantasy| Horror| Thriller,2017/01/01,USA,3.9,85
Spiders 3D (2013), Horror| Sci-Fi| Thriller,2013/02/21,Malaysia,3.4,89
The Fappening (2015), Horror,2015/08/25,USA,7.1,80
A Beginner's Guide to Snuff (2016), Comedy| Horror| Thriller,2016/03/04,USA,5.5,87
Inbred (2011), Comedy| Horror,2012/09/21,UK,5.2,98
Sanitarium (2013), Horror| Mystery| Thriller,2014/02/01,Netherlands,4.6,108
Found (2012), Drama| Horror| Thriller,2017/01/10,Japan,5.9,103
Soulmate (2013), Horror| Mystery,2014/07/12,USA,5.1,104
The Butterfly Room (2012), Horror| Thriller,2014/04/11,USA,5.6,87
Ouija Summoning (2015), Horror,2015/01/01,Egypt,3.1,90
Isle of the Dead (2016), Action| Horror,2016/08/18,USA,5.3,90
Zombie Massacre 2: Reich of the Dead (2015), Horror| War,2015/06/08,UK,2.5,84
Hansel & Gretel: Warriors of Witchcraft (2013), Action| Adventure| Horror| Thriller,2013/01/22,USA,2.6,83
Children of the Corn: Genesis (2011), Horror| Thriller,2012/03/17,Japan,3.8,80
Another World (2014), Action| Horror| Sci-Fi,2016/03/01,Israel,5.8,99
The Thompsons (2012), Drama| Horror| Thriller,2012/12/31,USA,4.7,82
The Profane Exhibit (2013), Horror,2013/01/01,Canada,3.4,-1
In Fear (2013), Horror| Mystery| Thriller,2013/11/15,UK,5.5,85
Downhill (2016), Action| Horror| Sport| Thriller,2017/01/14,Japan,3.5,82
Hollow (2011), Horror| Mystery| Thriller,2013/02/19,USA,6.7,91
Blood Moon (2014), Horror| Thriller| Western,2015/09/01,USA,4.6,90
Treehouse (2014), Horror| Mystery| Thriller,2015/06/25,South Korea,3.9,96
Zombex (2013), Horror| Sci-Fi| Thriller,2013/10/26,USA,2.2,81
Exit Humanity (2011), Drama| Horror,2012/06/29,UK,5.4,114
The Night of the Virgin (2016), Comedy| Fantasy| Horror| Mystery| Thriller,2016/10/01,USA,5.4,116
Plan 9 (2015), Comedy| Horror| Sci-Fi| Thriller,2016/02/16,USA,4,103
American Exorcism (2017), Horror,2017/05/02,USA,2.8,92
The Pact II (2014), Horror| Mystery| Thriller,2014/09/05,USA,4.4,96
Agoraphobia (2015), Horror| Thriller,2015/10/11,USA,3.5,86
Pernicious (2014), Horror| Thriller,2015/02/20,USA,4.9,90
Playing with Dolls: Havoc (2017), Horror| Thriller,2017/07/18,USA,5.3,78
Night Wolf (2010), Action| Horror| Thriller,2012/04/01,USA,4.5,81
Night of the Living Dead: Darkest Dawn (2015), Animation| Action| Horror,2015/10/05,USA,4.1,62
Trench 11 (2017), Horror| Thriller| War,2017/10/15,Canada,7.2,90
Into the Forest (2016), Drama| Fantasy| Horror| Thriller,2017/02/15,France,5.7,103
Tormented (2014), Horror| Thriller,2016/01/27,Philippines,4.8,83
The Unfolding (2016), Horror| Mystery| Thriller,2016/03/14,UK,3.6,90
Scathing (2016), Horror| Thriller,2016/11/15,USA,6.8,83
Aaah! Zombies!! (2007), Comedy| Horror,2013/01/01,Netherlands,5.7,87
Le manoir (2017), Comedy| Horror,2017/06/21,France,4.9,100
The Blue Elephant (2014), Drama| Horror| Mystery| Thriller,2014/07/28,Egypt,8.2,170
Ballad in Blood (2016), Horror,2016/09/25,Austria,3.7,-1
Bloodrunners (2017), Action| Crime| Horror| Mystery| Thriller,2017/03/03,USA,6.6,95
White Slaves of K-Town (2017), Horror,2017/01/06,USA,6.2,74
The Basement (2017), Horror,2017/04/28,Hungary,3.3,82
A Haunting in Cawdor (2015), Horror| Thriller,2016/03/11,USA,3.3,100
Dementia (2015), Horror| Thriller,2015/12/04,USA,5.1,90
Blood Glacier (2013), Horror,2013/09/27,Austria,5.4,98
Evangeline (2013), Fantasy| Horror| Thriller,2015/05/08,USA,3.7,85
Home (2016), Drama| Horror| Thriller,2016/03/01,USA,4,87
Barbarous Mexico (2014), Horror,2015/08/23,Japan,5,114
Game of Assassins (2013), Action| Adventure| Horror,2013/01/01,USA,6.6,80
Do You See Me (2017), Horror,2017/05/20,USA,9.1,-1
Thale (2012), Drama| Fantasy| Horror| Mystery| Thriller,2012/02/17,Norway,5.6,76
Lizzie Borden's Revenge (2013), Horror,2013/10/18,USA,2.2,83
The Drownsman (2014), Fantasy| Horror| Thriller,2014/11/08,USA,4.1,88
Macabre (2009), Horror,2013/11/01,USA,6.4,95
Pizza (2014), Horror| Mystery| Thriller,2014/07/18,India,6.3,107
Fender Bender (2016), Horror| Thriller,2016/05/23,USA,5,91
Quarantine L.A. (2013), Horror| Sci-Fi,2016/03/17,South Korea,2.6,75
Manhole (2014), Horror| Thriller,2014/10/08,South Korea,5.1,101
Family Possessions (2016), Horror,2016/10/21,USA,9,-1
Hypersomnia (2016), Fantasy| Horror| Mystery| Thriller,2017/03/30,Argentina,4.8,90
Raju Gari Gadhi (2015), Horror,2015/10/22,India,5.3,135
Mon Mon Mon Monsters (2017), Horror,2017/07/28,Taiwan,5.2,113
Lake Nowhere (2014), Horror,2014/10/01,USA,6.7,51
The Facility (2012), Horror,2012/06/23,UK,4.8,80
House of Evil (2017), Horror,2017/01/01,Italy,3.5,-1
Stranded (2013), Horror| Sci-Fi,2013/07/26,USA,3.5,84
Tilt (2017), Drama| Horror| Thriller,2017/04/22,USA,7,99
Savageland (2015), Crime| Horror| Thriller,2017/02/24,USA,6,80
Night of the Living Dead: Rebirth (2017), Horror,2017/01/01,USA,-1,-1
Hayride (2012), Crime| Drama| Horror,2012/10/14,USA,3.4,-1
You're Killing Me (2015), Comedy| Horror| Romance,2017/02/24,USA,5.1,88
Todd and the Book of Pure Evil: The End of the End (2017), Animation| Comedy| Horror,2017/09/03,Canada,8.4,-1
Ghoul (2015), Horror| Thriller,2015/02/26,Czech Republic,4.5,86
Appetites (2015), Horror| Thriller,2015/08/04,USA,3.1,106
Devil's Night (2017), Horror| Thriller,2017/10/10,USA,6.2,90
Rise of the Zombies (2012), Action| Horror| Thriller,2012/10/27,USA,4,89
Slaw (2017), Horror,2017/10/20,USA,-1,-1
Entity (2012), Horror| Thriller,2013/07/02,USA,4.7,87
Curse of the Witching Tree (2015), Horror,2016/09/07,Philippines,4.8,102
The Cloth (2013), Action| Fantasy| Horror,2013/07/02,USA,2.7,88
The Demented (2013), Horror,2013/08/20,Taiwan,3.9,92
Hotel of the Damned (2016), Horror| Thriller,2016/12/09,USA,4.6,84
House of Flesh Mannequins (2009), Drama| Horror| Mystery| Thriller,2016/04/01,USA,3.4,100
The Creature Below (2016), Horror| Sci-Fi,2017/02/28,USA,3.5,83
I'm Dreaming of a White Doomsday (2017), Drama| Horror,2017/10/20,USA,8.7,71
Dances with Werewolves (2016), Horror,2016/11/01,USA,7.5,86
Mysterious Island (2012), Adventure| Horror| Sci-Fi,2013/02/11,USA,3.5,91
White Coffin (2016), Action| Horror| Thriller,2016/12/01,Argentina,4.3,75
Sleepaway Camp IV: The Survivor (2012), Horror,2012/03/23,USA,1.7,70
Galaxy of Horrors (2017), Horror| Sci-Fi,2017/03/07,USA,4.6,105
Naruto Shippuden the Movie: Blood Prison (2011), Animation| Action| Comedy| Horror| Mystery| Thriller,2014/02/18,USA,7.4,108
Flay (2017), Drama| Fantasy| Horror| Mystery| Thriller,2017/01/01,USA,-1,94
Ghostmates (2016), Comedy| Fantasy| Horror,2016/12/14,USA,5,85
Compulsion (2016), Fantasy| Horror| Thriller,2016/11/19,Italy,6.4,84
American Guinea Pig: The Song of Solomon (2017), Horror,2017/10/07,Spain,-1,-1
Trauma (2017), Horror,2017/10/06,Spain,-1,110
The Rift (2016), Horror| Sci-Fi| Thriller,2016/04/28,Serbia,3.9,90
Pee Mak (2013), Comedy| Horror| Romance,2013/03/28,Thailand,7.4,115
Nightmare on Elmo's Street (2015), Comedy| Horror,2015/06/01,USA,3.9,124
Shhhh (2017), Horror,2017/10/01,USA,5.5,80
VooDoo (2017), Horror,2017/02/24,USA,5.6,83
Still/Born (2017), Horror| Thriller,2017/01/01,Canada,6.2,87
Osombie (2012), Action| Horror,2013/08/10,Japan,3.6,92
Hallows' Eve (2014), Horror,2014/10/14,Canada,3.3,78
Fire City: End of Days (2015), Fantasy| Horror| Thriller,2015/06/22,USA,4.9,101
Darker Than Night (2014), Horror,2014/09/26,USA,4.2,110
The Sleeper (2012), Horror| Thriller,2012/01/31,USA,4,90
Bloody Crayons (2017), Horror| Mystery| Thriller,2017/07/21,USA,7.1,109
All Hallows' Eve 2 (2015), Horror,2015/10/06,USA,4.9,91
American Poltergeist 3 (2015), Horror,2015/01/01,USA,7,84
Tulpa - Perdizioni mortali (2012), Horror| Thriller,2013/06/20,Italy,4.7,84
Sweet Home (2015), Horror,2015/05/08,Spain,5.2,80
Slink (2013), Horror| Thriller,2013/06/14,USA,2.7,80
The Midnight Man (2017), Comedy| Horror| Thriller,2017/10/03,USA,6.3,88
The Last Showing (2014), Horror| Thriller,2014/09/23,USA,5.1,89
Skinwalker Ranch (2013), Horror| Mystery| Sci-Fi,2013/10/30,USA,5.1,86
All I Need (2016), Horror| Thriller,2016/11/21,UK,4.1,85
Where the Dead Go to Die (2012), Animation| Fantasy| Horror,2012/02/01,USA,4.3,95
Heidi (2014), Horror,2017/01/01,USA,4.7,97
The Colony (2013), Action| Horror| Sci-Fi| Thriller,2013/09/20,USA,5.3,95
Cherry Tree Lane (2010), Horror| Thriller,2013/01/29,USA,5,77
The Collection (2012), Horror,2012/11/30,USA,6.1,82
12 Deaths of Christmas (2017), Horror,2017/10/08,UK,4.2,90
Asylum Blackout (2011), Horror| Thriller,2012/05/04,USA,5.6,85
A Girl Walks Home Alone at Night (2014), Drama| Horror,2015/04/20,USA,7,101
Vile (2011), Horror,2012/07/24,USA,5,90
Wish Upon (2017), Fantasy| Horror| Thriller,2017/07/14,USA,5.1,90
Crush (2013), Horror| Thriller,2013/03/13,Belgium,5.7,94
Scary Movie 5 (2013), Comedy| Horror,2013/04/12,USA,3.5,88
Bait (2012), Action| Horror| Sci-Fi,2012/09/20,Australia,5.2,93
Crush the Skull (2015), Comedy| Horror| Thriller,2015/06/11,USA,5.6,80
The Curse of Robert the Doll (2016), Horror,2016/09/12,UK,4.3,79
Prevenge (2016), Comedy| Drama| Fantasy| Horror| Thriller,2017/03/24,USA,5.9,88
Devil's Gate (2017), Horror| Sci-Fi| Thriller,2017/04/24,USA,4,94
The Mind's Eye (2015), Action| Horror| Sci-Fi,2016/08/05,USA,4.5,87
A Dark Song (2016), Drama| Horror,2017/04/28,USA,6,100
The Man in the Shadows (2017), Drama| Horror| Thriller,2017/01/27,Mexico,3.4,89
Drifter (2016), Crime| Horror| Thriller,2017/02/24,USA,3.6,-1
Yakuza Apocalypse (2015), Action| Comedy| Horror,2015/10/09,USA,5.5,115
Temple (2017), History| Horror,2017/09/01,USA,3.7,78
The Monster Project (2017), Action| Horror,2017/08/18,USA,4.3,95
The Ouija Experiment 2: Theatre of Death (2015), Horror,2015/08/05,Philippines,1.9,86
Demon Inside (2013), Horror| Thriller,2013/11/01,Mexico,5,93
Return to Return to Nuke 'Em High Aka Vol. 2 (2017), Action| Adventure| Comedy| Horror| Sci-Fi,2017/01/15,USA,7.5,72
Locked Away (2017), Horror,2017/09/01,USA,5.9,-1
The Dark Tapes (2016), Horror| Mystery| Sci-Fi| Thriller,2017/04/18,USA,5,98
"As Above, So Below (2014)", Horror| Mystery| Thriller,2014/08/29,USA,6.2,93
The Crucifixion (2017), Horror| Mystery| Thriller,2017/10/06,USA,5,90
Abraham Lincoln: Vampire Hunter (2012), Action| Fantasy| Horror| Western,2012/06/22,USA,5.9,105
Cabin Fever 3: Patient Zero (2014), Horror| Sci-Fi| Thriller,2014/02/06,Germany,4.5,91
You Can't Kill Stephen King (2012), Comedy| Horror,2013/01/19,Turkey,3.7,86
Armed Response (2017), Horror| Thriller,2017/08/09,Philippines,3.7,93
The Damned (2013), Horror| Mystery| Thriller,2014/08/29,USA,5.2,87
Frankenstein Created Bikers (2016), Action| Crime| Horror| Sci-Fi| Thriller,2016/04/02,USA,5.9,125
Bethany (2017), Horror,2017/10/05,Kazakhstan,4.7,90
Five Nights at Freddy's 4 the Movie (2016), Animation| Horror,2016/07/28,USA,8.1,-1
The Conspiracy (2012), Horror| Thriller,2013/08/08,USA,6.3,84
All the Boys Love Mandy Lane (2006), Horror,2013/09/06,USA,5.6,-1
Fear of Silent Hill (2016), Horror,2016/02/21,Denmark,4.8,48
Halloween Tales (2017), Horror,2017/07/28,USA,2.7,82
Friend Request (2016), Horror| Thriller,2017/09/22,USA,5.4,92
It (2017), Drama| Horror| Thriller,2017/09/08,USA,7.8,135
Silent House (2011), Drama| Horror| Mystery| Thriller,2012/03/09,USA,5.3,86
Seed 2 (2014), Horror,2014/10/28,USA,2.2,78
Goodnight Mommy (2014), Horror| Mystery| Thriller,2015/09/11,USA,6.7,99
Kruel (2015), Horror| Thriller,2015/05/29,USA,4.1,96
10 Cloverfield Lane (2016), Drama| Horror| Mystery| Sci-Fi| Thriller,2016/03/11,USA,7.2,104
The Transfiguration (2016), Drama| Horror,2017/04/21,UK,5.9,97
A Little Bit Zombie (2012), Comedy| Horror| Sci-Fi,2013/06/08,Japan,5.3,87
Asylum of Darkness (2017), Horror,2017/04/10,USA,3.3,117
Daguerrotype (2016), Drama| Fantasy| Horror| Romance,2016/10/15,Japan,5.9,131
The Doll 2 (2017), Horror| Thriller,2017/07/20,Indonesia,6.4,117
Another (2014), Fantasy| Horror| Sci-Fi,2016/06/06,USA,2.8,80
Julia (2014), Horror| Thriller,2015/10/23,USA,4.6,95
The Strange Color of Your Body's Tears (2013), Horror| Mystery| Thriller,2014/03/12,Belgium,6,102
VampyrVidar (2017), Comedy| Fantasy| Horror,2017/09/10,USA,6.6,83
Gingerclown (2013), Comedy| Horror,2014/11/11,USA,3.2,83
Rorschach (2015), Horror| Mystery,2015/10/13,USA,5.8,75
Shadow People (2013), Horror| Thriller,2013/03/19,USA,5.4,89
Ghouls (2017), Action| Fantasy| Horror| Thriller,2017/02/22,Russia,4.2,90
Villmark 2 (2015), Horror,2015/10/09,Norway,5.8,93
Lemon Tree Passage (2014), Horror| Mystery| Thriller,2014/10/31,Australia,5.4,84
Blackwood (2014), Horror| Thriller,2014/08/01,UK,5.3,90
The Milkman (2017), Horror,2017/01/01,USA,-1,-1
The Human Race (2013), Action| Horror| Sci-Fi,2014/06/13,USA,5.5,87
Evidence (2012), Horror| Mystery| Sci-Fi| Thriller,2012/09/27,Germany,5.1,-1
Juan of the Dead (2011), Action| Comedy| Horror,2012/01/13,Spain,6.5,92
The Zombie King (2013), Comedy| Horror,2013/05/31,Japan,3.6,85
In Their Skin (2012), Horror| Thriller,2012/11/09,USA,5.3,97
Strange Events (2017), Horror,2017/09/19,USA,4.9,78
Ravenswood (2017), Horror| Thriller,2017/03/11,USA,3,88
Lovely Molly (2011), Drama| Horror,2012/06/29,UK,5.3,-1
The Mummy Resurrected (2014), Horror,2014/03/01,USA,1.9,80
Bloody Bloody Bible Camp (2012), Comedy| Horror,2012/05/05,USA,5,90
Ruin Me (2017), Horror| Thriller,2017/10/26,USA,7.6,87
Another Evil (2016), Comedy| Horror,2017/05/05,USA,5.6,90
Plank Face (2016), Horror,2016/08/27,USA,6.1,91
Reaper (2014), Crime| Horror| Sci-Fi| Thriller,2015/06/06,USA,5,90
Exorcist House of Evil (2016), Horror| Mystery| Thriller,2016/05/02,UK,4,93
Mischief Night (2014), Horror,2014/05/20,USA,4.8,88
Antisocial (2013), Horror| Sci-Fi| Thriller,2014/01/28,USA,4.5,90
Faraday (2013), Comedy| Fantasy| Horror,2015/04/10,Spain,4.3,82
Zombies Vs. Strippers (2012), Comedy| Horror,2012/07/09,USA,3.5,75
Ozark Sharks (2016), Action| Horror| Sci-Fi| Thriller,2016/07/30,Poland,3.7,88
Prey (2016), Comedy| Horror| Thriller,2016/10/13,Netherlands,5.3,-1
Party Bus to Hell (2017), Horror,2017/10/30,USA,-1,-1
Headless (2015), Horror,2015/02/28,USA,5.2,85
Hunting Grounds (2015), Horror| Thriller,2017/02/07,USA,3.8,92
Citadel (2012), Drama| Horror| Thriller,2013/03/01,UK,5.5,84
Inheritance (2017), Drama| Horror| Mystery| Thriller,2017/06/02,USA,7,90
Harvest Lake (2016), Drama| Fantasy| Horror,2016/03/12,USA,4.3,78
Dead Body (2017), Horror| Mystery| Thriller,2017/10/17,USA,5.8,85
Murder in the Dark (2013), Horror| Mystery| Thriller,2013/08/09,USA,4.6,82
Deep Dark (2015), Fantasy| Horror,2015/09/04,USA,5,79
I Survived a Zombie Holocaust (2014), Comedy| Horror,2015/01/01,Germany,5,104
