Title,Genres,Release Date,Release Country,Review Rating,Movie Run Time
La cueva (2014), Horror,2014/07/11,Spain,5.7,80
What Lies Beyond... The Beginning (2014), Comedy| Horror,2014/11/07,USA,4.8,90
The Bates Haunting (2012), Horror| Thriller,2014/03/05,Philippines,3.2,76
Take Me Home (2016), Horror,2016/04/13,Thailand,5.7,94
The Kiss of a Killer (2013), Horror| Mystery| Thriller,2013/12/03,USA,4.1,106
Bong of the Living Dead (2017), Horror,2017/10/20,USA,9.4,-1
6 Degrees of Hell (2012), Horror,2013/09/30,UK,2.6,90
Slice 2 (2011), Comedy| Horror,2015/07/10,USA,-1,-1
The Thirteenth (2017), Horror,2017/05/15,UK,9.4,72
Lipstick (2013), Horror,2013/11/02,Japan,3.8,70
ThanksKilling 3 (2012), Comedy| Horror,2012/11/13,USA,3.2,99
Vile Prey (2016), Horror,2016/10/31,USA,8.8,-1
Black Eve (2010), Horror,2014/10/07,Canada,4.1,78
Chemical Peel (2014), Horror| Thriller,2014/10/14,USA,5.7,95
She Rises (2016), Horror,2017/10/10,USA,6.6,90
Zero (2016), Fantasy| Horror| Mystery| Romance,2016/03/25,India,6.6,159
Stab 7 (2017), Horror,2017/10/31,USA,-1,-1
Siccin 3: Cürmü Ask (2016), Horror,2016/09/02,Turkey,7.4,-1
Inner Demon (2014), Horror| Thriller,2017/04/21,USA,4.7,84
Community (2012), Horror,2012/10/05,USA,4.3,78
Ju-on: The Final Curse (2015), Horror,2015/06/20,Japan,4.5,90
I Am a Ghost (2012), Drama| Horror| Thriller,2014/03/01,USA,6.1,76
The Blind King (2016), Horror,2016/10/14,Italy,3.1,90
Another (2012), Horror| Mystery,2012/08/04,Japan,6,109
Convention of the Dead (2016), Action| Comedy| Horror,2016/01/01,UK,8.5,78
War of the Dead (2011), Action| Adventure| Horror| Sci-Fi| Thriller| War,2012/05/04,Finland,4.1,86
The Temple II Birth into Dakness Full movie (2016), Action| Fantasy| Horror| Thriller,2016/10/01,USA,5.3,51
Goal of the Dead (2014), Comedy| Horror,2014/02/27,France,5.6,140
1974: La posesión de Altair (2016), Horror| Mystery,2017/04/07,Mexico,5.7,82
Badder Ben: The Final Chapter (2017), Horror,2017/01/01,USA,-1,85
Bleeding Hearts (2015), Horror,2015/02/03,USA,4.3,100
Rise of the Dinosaurs (2013), Action| Horror| Sci-Fi,2016/03/10,South Korea,2.3,83
Witchcraft 14: Angel of Death (2016), Horror,2017/01/01,USA,3.3,81
ZK: Elephant's Graveyard (2015), Horror,2016/02/11,Germany,2.8,104
Unwanted (2017), Horror,2017/01/09,USA,3.7,73
Summer of Blood (2014), Comedy| Horror,2014/04/17,USA,5.4,86
Close Calls (2017), Horror| Thriller,2017/01/01,USA,-1,-1
Silent Retreat (2013), Horror| Mystery| Thriller,2015/06/23,USA,4.2,95
Camp Massacre (2014), Comedy| Horror,2014/04/12,USA,4,130
Seizure (2016), Horror,2017/04/11,USA,5.9,86
Silent But Deadly (2012), Comedy| Horror,2014/02/14,USA,5.9,99
Night Claws (2012), Horror,2012/12/11,USA,2.5,83
Hack House (2017), Horror,2017/06/14,USA,4.5,75
Dead Shadows (2012), Horror| Sci-Fi,2012/01/01,France,3.8,75
Wasteland (2013), Drama| Horror,2015/09/01,USA,3.3,92
Club Lingerie (2014), Comedy| Horror| Mystery,2014/10/31,USA,4.7,82
Cut! (2014), Horror| Mystery| Thriller,2014/02/01,USA,6.4,101
Black Wake (2017), Horror| Sci-Fi| Thriller,2017/01/01,USA,-1,-1
100 Ghost Street: The Return of Richard Speck (2012), Horror,2012/07/24,USA,4,84
Beaster Day: Here Comes Peter Cottonhell (2014), Comedy| Horror,2014/04/01,USA,3.8,87
Aranmanai 2 (2016), Comedy| Horror,2016/01/29,India,4.2,136
You Are Not Alone (2014), Horror| Thriller,2014/06/22,USA,4.4,96
Battleground (2012), Action| Horror| Thriller,2012/01/01,Canada,4.3,85
Fetish Factory (2017), Comedy| Horror| Sci-Fi| Thriller,2017/01/01,USA,-1,71
The Crescent (2017), Horror| Mystery,2017/09/07,Canada,6.7,99
The Wicked One (2017), Horror| Thriller,2017/04/23,USA,5.3,91
The Trap (2015), Comedy| Horror,2015/12/18,UK,5.8,90
Caught (2017), Horror,2017/02/01,USA,7.8,-1
Killer Toon (2013), Crime| Horror| Thriller,2013/06/27,South Korea,6.4,104
Tar (2017), Horror,2017/01/01,USA,-1,-1
Valley of Ditches (2017), Crime| Drama| Horror| Mystery| Thriller,2017/03/21,USA,4,77
Bloodlands (2017), Drama| Horror| Thriller,2017/02/25,UK,6.4,82
We're Not Alone (2015), Action| Comedy| Horror| Thriller,2015/01/01,USA,6.2,87
Vampire Boys 2: The New Brood (2013), Horror,2013/01/29,USA,2.1,75
Devil's Night (2015), Horror,2015/10/30,USA,7.7,80
The Last House (2015), Horror,2015/01/01,USA,3,91
Killer Rack (2015), Comedy| Horror| Musical,2015/01/01,USA,6.7,90
I Know You're in There (2016), Horror| Thriller,2016/10/20,USA,4.4,84
Trace (2015), Horror,2015/10/27,USA,3.4,90
Violent Shit: The Movie (2015), Horror,2015/07/17,South Korea,2.3,82
Desecrated (2015), Horror| Thriller,2015/01/06,USA,3.5,106
7 from Etheria (2017), Horror,2017/01/01,USA,-1,95
Frankenpimp's Revenge: The Romeo and Juliet Massacre (2016), Action| Fantasy| Horror| Sci-Fi| Thriller,2016/03/26,Canada,4,-1
Conscious (2017), Drama| Horror| Mystery| Sci-Fi| Thriller,2017/10/31,Australia,-1,70
Crawl or Die (2014), Horror| Sci-Fi| Thriller,2014/08/12,USA,4.2,90
Legend of Hell (2012), Action| Horror| Mystery,2012/02/04,Germany,2.5,85
Camp Killer (2016), Horror,2016/05/25,USA,6.2,83
Strange Blood (2015), Horror,2015/04/01,USA,3.1,80
Live Evil (2015), Horror,2015/10/17,USA,3.6,95
Edge of Insanity (2017), Horror,2017/10/05,USA,-1,-1
Patient (2016), Horror| Thriller,2017/05/16,USA,5.2,94
Puti (2013), Drama| Horror| Mystery,2013/09/18,Philippines,4.2,111
The Faith Community (2017), Horror,2017/10/10,USA,6.9,-1
The Hexecutioners (2015), Horror,2016/06/11,USA,4.2,95
Psychos (2017), Crime| Drama| Horror| Mystery| Thriller,2017/03/17,USA,3.5,-1
3 Dead Trick or Treaters (2016), Horror,2016/11/26,Canada,7.9,73
Bikini Swamp Girl Massacre (2014), Horror,2014/04/29,USA,3.9,83
The Void (2016), Horror,2016/11/08,USA,4.3,86
Game of Werewolves (2011), Comedy| Horror,2012/07/13,Spain,6.1,98
4 Dead Girls: The Soul Taker (2012), Comedy| Horror,2012/08/18,USA,2.4,95
Attack of the Morningside Monster (2014), Horror| Thriller,2014/01/14,USA,4.7,93
Gutterballs 2: Balls Deep (2015), Horror,2015/05/02,USA,7.1,-1
Daddy's Little Girl (2012), Horror| Thriller,2014/01/01,USA,5.8,107
Delivery: The Beast Within (2013), Horror| Mystery| Thriller,2013/06/18,USA,5.4,84
Garden of Hedon (2011), Horror| Mystery,2012/04/26,USA,4.9,119
Toxin (2015), Drama| Horror| Sci-Fi| Thriller,2015/01/30,USA,2.8,77
Kataka (2017), Horror| Thriller,2017/10/27,USA,8.7,107
The Unseen (2016), Action| Horror| Sci-Fi| Thriller,2016/10/25,USA,6.4,108
Silent Screams (2015), Horror| Thriller,2015/04/03,Argentina,6.8,73
The Forest (2016), Drama| Fantasy| Horror,2016/03/09,USA,6.6,109
Seclusion (2015), Horror| Mystery| Thriller,2015/10/23,USA,3.6,92
Archivo 253 (2015), Horror,2015/02/05,Mexico,4,79
Haunting of Cellblock 11 (2014), Horror| Thriller,2015/03/04,Philippines,4.3,85
Pieces of Talent (2014), Horror| Thriller,2012/01/01,USA,5.9,95
Dead Sushi (2012), Action| Comedy| Horror,2013/01/19,Japan,5.8,-1
Hold Your Breath (2012), Horror,2012/10/05,USA,3.2,87
The Garlock Incident (2012), Horror| Mystery| Thriller,2017/09/15,USA,6,78
Deadly Intent (2016), Drama| Horror| Thriller,2016/04/11,UK,3.7,82
Massacre on Aisle 12 (2016), Comedy| Horror,2016/11/05,USA,4.4,83
Amityville: Evil Never Dies (2017), Horror,2017/01/01,USA,-1,-1
Blood of the Tribades (2016), Fantasy| Horror,2017/01/20,USA,7,78
Taeter City (2012), Action| Horror| Sci-Fi| Thriller,2012/09/15,Italy,5,72
Zomboobies! (2014), Comedy| Horror,2014/03/02,USA,5.9,-1
The Last Witch (2015), Horror,2016/01/01,Spain,6.6,94
Altar (2014), Horror| Mystery,2015/02/17,USA,5.7,94
The Emeryville Experiments (2016), Horror| Thriller,2016/08/20,USA,5.4,83
When the Devil Comes (2017), Horror,2017/10/13,USA,5.8,-1
American Mummy (2014), Horror,2014/08/21,USA,2.8,82
Alone (2015), Horror,2015/01/16,India,3.7,133
Ju-on: The Beginning of the End (2014), Horror,2014/06/28,Japan,5.3,91
Rabid Love (2013), Horror| Thriller,2013/04/19,USA,3.3,90
Deadwood Falls (2017), Drama| Horror| Thriller,2017/10/31,USA,-1,-1
Hotel Inferno 2: The Cathedral of Pain (2017), Action| Horror,2017/09/29,UK,9.5,70
All the Devils Are Here (2014), Action| Horror,2015/10/10,USA,6.7,94
The Levenger Tapes (2013), Horror| Thriller,2013/09/01,USA,4.4,92
Star Leaf (2015), Horror| Sci-Fi| Thriller,2015/06/06,USA,3.5,77
Dizlayk (2016), Comedy| Horror| Thriller,2016/09/22,Russia,2,85
Lyle (2014), Drama| Horror,2014/07/12,USA,6,65
The Woman in Unit 23B (2016), Drama| Horror| Romance,2016/10/15,Philippines,6.8,95
Wither (2012), Horror| Thriller,2013/08/09,Sweden,5,95
Second Origin (2015), Adventure| Horror| Sci-Fi,2015/10/07,Spain,4.5,-1
House of Last Things (2013), Fantasy| Horror| Thriller,2013/10/10,Ukraine,6.2,110
Dead Season (2012), Horror| Sci-Fi,2012/07/05,USA,4.8,85
Lord of Tears (2013), Drama| Horror,2013/10/25,UK,5.5,100
Our Evil (2017), Drama| Horror| Thriller,2017/09/14,Belgium,7.1,92
The Devil in Me (2012), Horror,2012/08/07,USA,4.2,98
100 Bloody Acres (2012), Comedy| Horror,2013/08/01,Australia,6,91
Wichita (2016), Drama| Horror| Thriller,2017/01/01,USA,5,85
Night of the Living Dead 3D: Re-Animation (2012), Action| Horror,2012/10/16,USA,3,-1
Piranha Sharks (2014), Comedy| Horror,2014/08/08,USA,3.5,79
Vampire Cleanup Department (2017), Action| Comedy| Horror,2017/03/16,Hong Kong,6.3,93
Ghost Goggles (2016), Adventure| Family| Horror,2016/02/14,USA,6.4,95
Stalled (2013), Comedy| Horror,2014/03/25,USA,4.7,84
Dead End (2014), Horror| Thriller,2014/10/16,USA,7.1,95
Clown Kill (2016), Horror,2017/01/01,USA,3.6,79
Ghosthunters (2016), Horror,2016/07/05,USA,3.1,90
Creature (2014), Action| Horror| Sci-Fi,2014/09/12,India,3.2,134
True Bloodthirst (2012), Action| Horror| Sci-Fi,2012/07/14,USA,4.1,90
Ezra (2017), Horror| Mystery| Thriller,2017/02/10,India,6.9,147
Mega Shark vs. Kolossus (2015), Action| Horror| Sci-Fi| Thriller,2015/07/16,Germany,2.8,89
Living Dark: The Story of Ted the Caver (2013), Horror,2013/01/01,USA,5.5,112
Nilalang (2015), Action| Crime| Horror| Mystery| Thriller,2017/01/10,Canada,8.1,90
Inhuman Resources (2012), Horror| Thriller,2012/11/03,Japan,5.8,93
Crawlspace (2013), Horror| Thriller,2013/01/04,USA,4.8,90
Bliss (2017), Drama| Horror| Mystery| Thriller,2017/05/10,Philippines,8.3,-1
Decay (2015), Drama| Horror| Thriller,2015/11/01,USA,4.5,98
Hush (2017), Horror,2017/01/01,UK,-1,-1
Children of the Night (2014), Horror,2014/02/02,Argentina,5.1,105
The Child Remains (2017), Horror| Mystery| Thriller,2017/09/15,Canada,5.3,112
Me and My Mates vs. The Zombie Apocalypse (2015), Comedy| Horror,2015/08/03,Australia,4.8,90
Breeding Farm (2013), Horror,2013/01/04,USA,3.9,85
After School Massacre (2014), Comedy| Horror,2014/01/10,USA,3.4,73
Drink Me (2015), Drama| Horror,2015/04/14,USA,3.9,74
Ajin Part 1: Shoudou (2015), Animation| Adventure| Horror| Mystery,2015/11/27,Japan,7.9,106
House of Purgatory (2016), Horror| Thriller,2016/10/21,USA,4.1,75
Anando Brahma (2017), Horror,2017/08/17,India,7.1,123
Ritual (2013), Horror,2013/12/31,USA,3.8,90
Female Zombie Riot (2016), Comedy| Horror,2017/04/11,USA,2.6,95
Xtinction: Predator X (2014), Horror| Sci-Fi| Thriller,2014/04/16,Belgium,2.7,-1
The Occupants (2014), Horror| Thriller,2014/01/13,USA,3.7,79
Nightmare Code (2014), Horror| Sci-Fi| Thriller,2014/01/01,USA,5.3,90
A Suburban Fairytale (2017), Horror,2017/01/01,UK,-1,-1
Jurassic Prey (2015), Action| Horror| Sci-Fi,2015/06/23,USA,1.7,87
Penumbra (2011), Horror| Thriller,2012/02/02,Argentina,5.6,-1
Therapy (2016), Crime| Horror| Thriller,2016/07/27,Canada,5.5,96
Rape Zombie: Lust of the Dead (2012), Horror,2013/09/10,USA,3.9,73
The Yearly Harvest (2017), Horror| Mystery,2017/09/06,USA,4.9,120
Therapy for a Vampire (2014), Comedy| Horror,2014/12/19,Austria,6.4,87
Hollow Creek (2016), Crime| Horror| Mystery| Thriller,2016/02/01,USA,4.1,116
Aranmanai (2014), Comedy| Horror,2014/09/19,India,5.2,160
House of Salem (2016), Horror,2016/08/27,UK,5.3,100
Crowsnest (2012), Horror| Mystery| Thriller,2012/09/07,USA,3.8,84
Hypothermia (2010), Horror,2012/10/02,USA,4,73
Night of the Living Dead: Genesis (2017), Horror,2017/01/01,USA,-1,-1
Hangar 10 (2014), Horror| Sci-Fi| Thriller,2014/11/07,USA,3.6,83
The Circle (2017), Drama| Horror| Thriller,2017/01/01,UK,-1,93
Tear Me Apart (2015), Horror| Romance| Thriller,2015/10/31,USA,4.7,86
Parasites (2016), Action| Horror| Thriller,2017/01/24,USA,3.9,81
Dark Exorcism (2015), Drama| Horror| Mystery| Thriller,2015/10/01,USA,4.3,81
Dangerous to Know (2017), Horror| Thriller,2017/01/01,Canada,-1,-1
Blood Shot (2013), Action| Comedy| Horror,2013/10/29,Canada,3.3,96
Repentance (2013), Drama| Horror| Thriller,2014/09/25,Kuwait,4.8,90
The Frankenstein Theory (2013), Horror| Sci-Fi,2013/03/01,USA,4.2,87
Kakaka Aabathin Ariguri (2017), Horror,2017/09/15,India,3.2,-1
Land Shark (2017), Action| Horror| Thriller,2017/06/27,USA,2.5,80
12/12/12 (2012), Horror,2012/12/04,USA,1.8,86
Haunting of the Innocent (2014), Horror| Thriller,2014/02/01,USA,2.4,97
Killbillies (2015), Action| Horror| Thriller,2015/07/01,Slovenia,5,83
Axe to Grind (2015), Horror| Thriller,2015/02/03,USA,3.6,84
The Church (2017), Horror| Thriller,2017/01/01,USA,-1,87
Confessions (2016), Comedy| Drama| Horror| Music| Romance| Thriller,2016/07/26,USA,5.1,88
May I Kill U? (2012), Comedy| Horror| Thriller,2013/01/11,UK,5.6,87
The Midnight Game (2013), Horror| Thriller,2013/03/02,USA,4.8,74
Apocalypse Cult (2014), Horror| Mystery,2014/09/17,Australia,4.7,84
Bad Blood (2012), Horror| Mystery| Romance| Thriller,2012/10/26,USA,5.7,-1
Elfie Hopkins: Cannibal Hunter (2012), Horror| Thriller,2012/04/20,UK,4.6,89
Hidden in the Woods (2012), Action| Drama| Horror| Thriller,2014/03/06,Chile,4.6,95
Dark Mountain (2013), Horror| Sci-Fi| Thriller,2014/08/01,USA,4.4,82
Death Walks (2016), Comedy| Horror| Mystery| Thriller,2016/07/01,UK,4.6,85
The Everglades Killings (2016), Horror,2016/11/12,USA,3.6,80
Vampariah (2016), Horror,2016/02/01,USA,7,90
Dead Ringer (2015), Horror| Thriller,2015/02/01,USA,-1,-1
The Dead Sea (2014), Action| Horror| Thriller,2014/04/10,USA,5.3,-1
Isis Rising: Curse of the Lady Mummy (2013), Horror,2013/01/18,India,1.8,81
Crazy Bitches (2014), Comedy| Horror,2014/06/26,USA,4.5,100
Der Samurai (2014), Fantasy| Horror| Thriller,2014/10/30,Germany,5.7,79
Escape from Cannibal Farm (2017), Horror,2017/10/09,Sweden,-1,100
Kill Zombie! (2012), Comedy| Horror,2012/02/16,Netherlands,4.9,90
Scherzo Diabolico (2015), Comedy| Horror| Thriller,2016/05/03,USA,5.4,91
The Entity (2015), Horror,2015/01/22,Peru,4.4,80
The Unkindness of Ravens (2016), Drama| Horror,2016/08/27,UK,5.2,85
Cam2Cam (2014), Horror| Thriller,2014/08/22,USA,3.7,91
Sorority Slaughterhouse (2016), Horror,2016/10/31,USA,3.3,85
Crying Wolf 3D (2015), Comedy| Horror,2015/12/12,USA,2.4,91
On the Brain (2016), Crime| Horror| Thriller,2016/07/12,USA,2.6,86
Greystone Park (2012), Horror| Thriller,2012/01/01,USA,3.3,83
Night of a 1000 Hours (2016), Horror,2016/11/18,Austria,6.4,92
Demon Hole (2017), Comedy| Horror,2017/10/03,USA,-1,81
The Theta Girl (2017), Action| Horror| Sci-Fi,2017/10/13,USA,9.6,98
Stitch (2014), Horror,2014/02/14,USA,3.3,94
Zombieworld (2015), Comedy| Horror,2015/02/24,USA,3.5,100
Barricade (2012), Horror| Mystery| Thriller,2012/09/25,USA,4.5,82
The Cannibal in the Jungle (2015), Crime| Horror| Sci-Fi,2015/04/27,USA,6,84
The Alchemist Cookbook (2016), Drama| Horror,2016/10/07,USA,4.8,82
Shadows of the Dead (2016), Horror,2016/10/22,USA,4.4,87
Siccin 4 (2017), Horror,2017/09/01,Turkey,7.4,93
The Coven (2015), Fantasy| Horror,2015/02/16,UK,2.1,90
Alyce Kills (2011), Horror| Thriller,2013/05/24,USA,5.5,90
Kantemir (2015), Horror| Thriller,2015/08/18,USA,3.5,84
America's Most Haunted (2013), Comedy| Horror,2014/01/29,Philippines,4.3,85
Night of the Living Dead (2014), Horror,2014/10/24,USA,5.8,79
Red Eye (2017), Horror,2017/01/01,USA,7,-1
The Lost Episode (2012), Horror,2014/09/16,USA,2.5,77
Raaz Reboot (2016), Horror| Mystery| Romance| Thriller,2016/09/16,India,4.5,128
Killjoy's Psycho Circus (2016), Horror,2016/10/30,USA,5.9,86
Unaware (2010), Horror| Sci-Fi| Thriller,2013/03/12,USA,4.5,81
Fun Size Horror: Volume One (2015), Horror,2015/05/01,USA,4.6,86
Flesh of the Void (2017), Horror,2017/10/21,USA,9.5,77
Francesca (2015), Crime| Horror| Thriller,2015/10/09,Spain,5.2,80
The Suffering (2016), Horror| Mystery| Thriller,2016/07/29,USA,4.4,105
Scary or Die (2012), Horror,2012/09/11,USA,4,94
Haunted (2017), Horror| Thriller,2017/01/01,USA,5.8,86
Horror Hotel the Movie (2016), Comedy| Horror| Sci-Fi,2016/07/05,USA,5,103
I Stay with You (2014), Comedy| Drama| Horror,2014/10/30,Ukraine,4.2,99
Ninja Apocalypse (2014), Action| Fantasy| Horror| Sci-Fi,2014/08/05,USA,3.1,84
Needlestick (2017), Horror| Thriller,2017/02/21,USA,3.6,85
Darkness Reigns (2017), Horror,2017/10/15,USA,-1,-1
I Shall Never Return (2017), Adventure| Comedy| Horror| Mystery,2017/03/10,USA,4.6,92
Feed the Devil (2015), Adventure| Horror| Thriller,2015/11/06,Finland,3.6,95
Found Footage (2012), Horror| Mystery,2012/12/07,Canada,5.7,-1
I Lived (2015), Horror| Mystery| Thriller,2015/07/03,USA,4.5,97
My Little Sister (2016), Horror,2016/04/30,USA,4.7,-1
Night of the Living 3D Dead (2013), Horror,2013/10/07,UK,7.6,96
Bite School (2015), Horror,2015/09/15,USA,6.1,90
Red Billabong (2016), Action| Comedy| Horror| Thriller,2016/08/25,Australia,4,113
Infected (2013), Action| Horror| Sci-Fi,2014/10/03,Canada,2.8,95
Forsaken (2016), Horror,2016/02/02,USA,2.1,89
Scream: A New Beginning - Fan Film (2017), Horror,2017/08/01,USA,-1,-1
Compound Fracture (2014), Horror| Thriller,2015/02/04,Philippines,4.4,90
Night of the Living Dead: Resurrection (2012), Horror,2012/11/30,UK,2.7,86
Theta States (2017), Horror,2017/01/13,USA,8.2,-1
Detention of the Dead (2012), Comedy| Horror,2012/04/27,USA,4.6,87
Some Guy Who Kills People (2011), Comedy| Crime| Drama| Horror| Mystery| Thriller,2012/10/05,UK,6.4,97
Aaron's Blood (2016), Drama| Horror| Mystery| Thriller,2017/06/02,USA,4.8,80
Plague (2015), Drama| Horror,2015/05/12,USA,5.9,84
Capps Crossing (2017), Horror| Thriller,2017/06/09,USA,4.8,85
Dollface (2014), Horror,2014/08/02,USA,3.4,94
Wind Walkers (2015), Action| Horror| Thriller,2015/10/16,USA,3.7,93
A God Without a Universe (2015), Drama| Horror| Thriller,2015/05/28,Denmark,6.3,94
Shadows on the Wall (2015), Horror| Sci-Fi| Thriller,2015/07/17,USA,5.2,90
Puppet Master X: Axis Rising (2012), Action| Fantasy| Horror| Sci-Fi| War,2012/09/15,USA,4.3,86
Scareycrows (2017), Comedy| Horror,2017/09/22,USA,7,73
Antisocial 2 (2015), Horror,2015/07/30,Canada,4.9,90
Dead South (2016), Action| Drama| Horror| Thriller,2016/01/01,USA,3.5,108
Unhallowed Ground (2015), Horror| Thriller,2015/04/25,UK,3.5,97
F (2010), Horror| Thriller,2013/07/09,USA,4.7,79
The Precipice Game (2016), Horror,2016/07/01,China,4.6,90
Mara (2017), Crime| Horror| Thriller,2017/01/01,USA,-1,-1
Pro Wrestlers vs Zombies (2014), Action| Comedy| Horror| Thriller,2014/03/28,USA,3.6,88
Trip to Bhangarh: Asia's Most Haunted Place (2014), Horror| Thriller,2014/08/28,India,2.7,113
The Amityville Playhouse (2015), Horror,2016/04/15,Germany,1.9,99
Bloodwork (2012), Horror| Thriller,2012/05/10,Netherlands,5.2,96
The Girl with No Name (2017), Horror,2017/03/03,USA,5.6,80
Dwelling (2016), Horror| Thriller,2016/10/09,USA,4.9,88
Save Yourself (2015), Horror| Thriller,2015/11/28,Canada,5.6,91
North Woods (2016), Comedy| Horror,2016/01/01,USA,6.1,75
Dead of Night (2015), Horror| Thriller,2015/12/16,USA,4.5,87
Don't Speak (2015), Horror| Mystery| Thriller,2015/10/10,Spain,2.7,82
Abhinetri (2016), Comedy| Horror,2016/10/07,India,6.5,127
The Invoking (2013), Horror| Thriller,2014/11/27,Peru,2.9,82
Fallen Soldiers (2015), Horror| Mystery,2015/08/01,UK,4.4,85
Mereka Yang Tak Terlihat (2017), Horror,2017/10/11,Indonesia,6.7,-1
"Run, Hide, Die (2012)", Horror| Thriller,2015/09/01,USA,3.5,104
388 Arletta Avenue (2011), Horror| Thriller,2012/11/10,Japan,4.9,87
Charlie Charlie (2017), Horror,2017/01/01,USA,-1,-1
Area 407 (2012), Horror| Sci-Fi| Thriller,2012/05/21,UK,3.6,-1
City of Dead Men (2014), Horror| Thriller,2014/11/15,USA,3.8,87
Cannibal Diner (2012), Horror| Mystery| Thriller,2012/10/18,Germany,2.2,75
Kissing Darkness (2014), Comedy| Horror| Thriller,2014/04/06,Belgium,3.6,87
Killer Waves (2016), Horror,2016/07/16,USA,4.1,-1
The Last Will and Testament of Rosalind Leigh (2012), Horror| Mystery| Thriller,2013/06/13,Russia,5.3,82
Gnaw (2017), Horror,2017/09/16,USA,8.6,97
Axe Giant: The Wrath of Paul Bunyan (2013), Fantasy| Horror,2013/06/18,USA,3.6,90
Tsunambee (2015), Drama| Horror,2015/01/01,USA,4.3,82
The Lake on Clinton Road (2015), Horror,2015/07/17,USA,2.4,-1
Holy Terror (2017), Horror,2017/04/01,USA,5.2,77
Resident Evil: Red Falls (2013), Action| Horror| Sci-Fi| Thriller,2013/11/07,USA,5.6,53
House Guest Massacre (2013), Horror| Thriller,2013/07/15,USA,6.1,71
Streets of Vengeance (2016), Action| Horror| Thriller,2016/10/13,USA,7.2,73
Sadako 3D (2012), Horror,2012/05/12,Japan,3.9,96
Among Us (2017), Drama| Horror| Thriller,2017/08/08,USA,4.4,91
Party Crasher (2017), Horror,2017/01/01,USA,-1,-1
The End? (2017), Horror| Thriller,2017/08/27,UK,5.7,100
Rape Zombie: Lust of the Dead 5 (2014), Horror,2015/06/23,USA,5.2,-1
Observance (2015), Horror| Mystery| Thriller,2016/04/07,Kuwait,4.7,90
Karate Kill (2016), Action| Horror,2017/07/18,USA,5.3,89
Lanet: Ervah Cinleri (2017), Horror,2017/04/28,Turkey,4.2,-1
Trip House (2017), Drama| Fantasy| Horror| Sci-Fi| Thriller,2017/08/01,USA,5.8,90
Meatball Machine Kodoku (2017), Action| Comedy| Horror| Sci-Fi| Thriller,2017/08/19,Japan,5.8,108
A Dragon Arrives! (2016), Adventure| Horror| Mystery,2016/01/01,Iran,6.7,-1
An American Ghost Story (2012), Horror,2012/10/01,USA,4.3,95
Sequence Break (2017), Horror| Romance| Sci-Fi,2017/07/18,Canada,5.7,80
The Appearing (2014), Horror| Mystery| Thriller,2014/03/25,USA,3,92
The Piper (2015), Horror| Mystery| Thriller,2015/07/09,South Korea,6.3,119
An American Terror (2014), Drama| Horror,2015/02/03,USA,4.2,85
Fortune Cookie (2016), Horror,2016/03/28,USA,5.1,89
Camp Dread (2014), Horror| Mystery| Thriller,2014/05/19,UK,3.9,94
Clawed (2017), Horror,2017/09/19,USA,5.9,95
Charlotte's Song (2015), Drama| Fantasy| Horror,2015/01/01,USA,6.9,88
Beware the Lake (2017), Horror| Thriller,2017/08/22,USA,-1,90
The Book of Nightmares (2017), Horror,2017/01/01,Canada,-1,-1
Magi (2016), Horror,2016/04/29,Turkey,6.1,132
Blood Lust (2016), Horror| Mystery,2016/01/15,USA,2.7,74
The Wake (2017), Horror,2017/07/04,USA,2.6,86
Code Red (2013), Action| Horror| Sci-Fi,2014/02/13,Kuwait,4.3,-1
Rape Zombie: Lust of the Dead 4 (2014), Horror,2014/01/01,Japan,5.7,87
The Domicile (2017), Horror,2017/08/08,USA,2.7,82
The Triangle (2016), Horror| Mystery,2016/06/28,USA,4.9,94
Tom Holland's Twisted Tales (2014), Horror,2014/03/18,USA,4.3,144
American Poltergeist (2016), Horror,2016/07/22,Philippines,3.2,73
Pisasu (2014), Horror,2014/12/18,India,7.7,114
Cherry Tree (2015), Horror,2015/01/01,Ireland,4.3,85
Dabbe (Dab6e) (2015), Horror,2015/09/11,Turkey,6.1,153
Chrysalis (2014), Drama| Horror| Sci-Fi,2014/04/24,USA,4.6,100
Lake Fear (2014), Comedy| Horror,2014/12/01,USA,4.8,-1
Hansel vs. Gretel (2015), Horror,2016/03/31,Germany,2.9,86
Delirium (2016), Horror| Thriller,2016/10/30,USA,6.1,-1
Gnome Alone (2015), Horror,2015/01/20,USA,3.4,94
"Scaler, Dark Spirit (2016)", Horror| Thriller,2016/06/18,USA,5.5,80
Chilling Visions: 5 Senses of Fear (2013), Horror,2015/01/24,Japan,5,88
Creeper (2012), Horror,2012/08/16,USA,5,94
Zombie Hunter (2013), Action| Comedy| Horror,2013/10/08,USA,3.5,93
Kingdom of Sin (2016), Horror,2016/07/10,USA,-1,90
Sorority Party Massacre (2012), Comedy| Horror,2012/12/01,USA,3.4,103
The Corridor (2010), Drama| Horror| Sci-Fi| Thriller,2012/03/30,Canada,4.8,98
Wolf Town (2011), Horror| Thriller,2012/02/28,USA,3.1,90
Sensoria (2015), Drama| Horror| Thriller,2016/01/22,USA,4.3,81
Cry of Fear (2015), Horror,2015/12/03,USA,7,-1
The Summoning (2015), Horror| Thriller,2015/06/06,USA,6.1,-1
Dead Billy (2016), Drama| Horror| Mystery| Thriller,2016/10/14,USA,5.3,127
Apocalypse Z (2013), Action| Horror| Sci-Fi,2013/10/26,Japan,2.3,87
