Title,Genres,Release Date,Release Country,Review Rating,Movie Run Time
Girl House (2014), Horror| Thriller,14-Feb-15,USA,5.5,99 min
The Amityville Terror (2016), Horror,1-Apr-16,USA,3.1,84 min
Hellions (2015), Horror| Thriller,22-Sep-16,Kuwait,4.3,80 min
Alena (2015), Drama| Horror| Thriller,19-Aug-16,Sweden,5.7,83 min
The Remaining (2014), Horror| Thriller,24-Sep-14,Philippines,4.3,88 min
Scouts Guide to the Zombie Apocalypse (2015), Action| Comedy| Horror,30-Oct-15,USA,6.3,93 min
Robert (2015), Horror,24-Aug-15,UK,3.2,90 min
Girls Gone Dead (2012), Comedy| Horror,28-Mar-12,USA,3.5,104 min
Housebound (2014), Comedy| Horror| Mystery,4-Sep-14,New Zealand,6.8,107 min
Yoga Hosers (2016), Comedy| Fantasy| Horror| Thriller,2-Sep-16,USA,4.3,88 min
The Unspoken (2015), Horror| Thriller,28-Oct-16,USA,4.9,91 min
The Evil Within (2017), Horror,30-Aug-17,Indonesia,5.6,98 min
The Untamed (2016), Drama| Horror| Sci-Fi| Thriller,21-Jul-17,USA,6.6,98 min
Mercy (2014), Horror| Thriller,7-Oct-14,USA,5,79 min
Visions (2015), Horror| Mystery,19-Jan-16,USA,5.3,82 min
Death Note (2017), Adventure| Crime| Drama| Fantasy| Horror| Mystery| Thriller,25-Aug-17,USA,4.6,101 min
Escape Room (2017), Horror,1-Sep-17,Russia,4.4,86 min
World War Z (2013), Action| Adventure| Horror| Sci-Fi| Thriller,21-Jun-13,USA,7,116 min
Leprechaun: Origins (2014), Fantasy| Horror,22-Aug-14,USA,3.3,90 min
The Forest (2016), Horror| Mystery| Thriller,8-Jan-16,USA,4.8,93 min
Bleed (2016), Horror| Thriller,1-Mar-16,USA,3.6,82 min
Lycan (2017), Horror,4-Aug-17,USA,4.2,87 min
Jeepers Creepers III (2017), Horror| Mystery| Thriller,26-Sep-17,USA,5.7,100 min
We Are Still Here (2015), Horror,8-Dec-15,Netherlands,5.7,84 min
The Night Watchmen (2017), Comedy| Horror,4-Mar-17,USA,5.4,80 min
Phoenix Forgotten (2017), Horror| Mystery| Sci-Fi| Thriller,21-Apr-17,USA,5.2,87 min
Chernobyl Diaries (2012), Horror| Mystery| Thriller,25-May-12,USA,5,86 min
Hounds of Love (2016), Crime| Drama| Horror| Mystery| Thriller,12-May-17,USA,6.6,108 min
Ten (2017), Horror| Mystery| Thriller,16-Sep-17,USA,4.5,
It Follows (2014), Horror| Mystery,27-Mar-15,USA,6.9,100 min
The Blackcoat's Daughter (2015), Horror| Thriller,16-Feb-17,USA,5.8,93 min
Cold Skin (2017), Adventure| Horror| Sci-Fi| Thriller,2017,USA,5.9,108 min
Hell House LLC (2015), Horror| Mystery| Thriller,16-Oct-15,USA,6.4,93 min
Life (2017), Horror| Sci-Fi| Thriller,24-Mar-17,USA,6.6,104 min
The Witch (2015), Horror| Mystery,19-Feb-16,USA,6.8,92 min
Twin Peaks: The Missing Pieces (2014), Drama| Horror| Mystery| Romance| Thriller,1-Aug-14,Brazil,7.9,91 min
Cabin 28 (2017), Horror,1-Aug-17,USA,3.7,83 min
Vampire Academy (2014), Action| Comedy| Fantasy| Horror| Mystery,7-Feb-14,USA,5.6,104 min
"I, Frankenstein (2014)", Action| Fantasy| Horror| Sci-Fi| Thriller,24-Jan-14,USA,5.1,92 min
Circle (2015), Drama| Horror| Mystery| Sci-Fi| Thriller,16-Oct-15,USA,6.1,87 min
Leatherface (2017), Horror| Thriller,14-Sep-17,Italy,5.1,90 min
Demonic (2015), Horror| Thriller,10-Oct-17,USA,5.3,83 min
The Belko Experiment (2016), Action| Horror| Thriller,17-Mar-17,USA,6.1,89 min
The Babysitter (2017), Comedy| Horror,13-Oct-17,USA,6.4,85 min
Jackals (2017), Horror| Thriller,11-Aug-17,USA,4.7,85 min
The Darkness (2016), Horror| Thriller,13-May-16,USA,4.4,92 min
The Cabin in the Woods (2012), Horror,13-Apr-12,USA,7,95 min
Texas Chainsaw 3D (2013), Horror| Thriller,4-Jan-13,USA,4.8,92 min
The Conjuring (2013), Horror| Mystery| Thriller,19-Jul-13,USA,7.5,112 min
Charlie Charlie (2016), Horror,21-Oct-16,USA,5.1,85 min
See No Evil 2 (2014), Horror,21-Oct-14,USA,4.8,90 min
Paranormal Activity: The Ghost Dimension (2015), Horror,23-Oct-15,USA,4.6,88 min
Dementia 13 (2017), Horror,6-Oct-17,USA,6.1,83 min
Shut In (2016), Drama| Horror| Thriller,11-Nov-16,USA,4.7,91 min
Dark Skies (2013), Horror| Sci-Fi| Thriller,22-Feb-13,USA,6.3,97 min
The Sand (2015), Horror| Sci-Fi,13-Oct-15,USA,3.8,84 min
Krampus (2015), Comedy| Fantasy| Horror,4-Dec-15,USA,6.2,98 min
Wolves (2014), Action| Horror,28-Aug-14,Belarus,5.3,91 min
The Wailing (2016), Drama| Fantasy| Horror| Mystery| Thriller,3-Jun-16,USA,7.5,156 min
The Visit (2015), Horror| Thriller,11-Sep-15,USA,6.2,94 min
A Serbian Film (2010), Horror| Mystery| Thriller,21-Jan-12,Japan,5.2,104 min
Ludo (2015), Fantasy| Horror| Thriller,22-Oct-15,USA,3.2,90 min
The Possession (2012), Horror| Thriller,31-Aug-12,USA,5.9,92 min
Flatliners (2017), Drama| Horror| Sci-Fi| Thriller,29-Sep-17,USA,5,110 min
Blair Witch (2016), Horror| Thriller,16-Sep-16,USA,5,89 min
Gerald's Game (2017), Horror| Thriller,29-Sep-17,USA,6.8,103 min
The Void (2016), Horror| Mystery| Sci-Fi,7-Apr-17,USA,5.8,90 min
Patchwork (2015), Comedy| Horror,6-Jun-17,USA,5.9,86 min
Mother! (2017), Drama| Horror| Mystery,15-Sep-17,USA,7.1,121 min
Residue (2017), Action| Horror| Thriller,18-Jul-17,USA,5.4,82 min
Smiley (2012), Comedy| Horror,12-Oct-12,USA,3.5,95 min
Within (2016), Horror| Thriller,18-Oct-16,USA,5.3,88 min
The Osiris Child (2016), Action| Adventure| Drama| Horror| Sci-Fi| Thriller,18-May-17,Australia,5.7,
Ghost Team One (2013), Comedy| Horror,20-Jan-13,USA,4.5,84 min
Knock Knock (2015), Drama| Horror| Thriller,9-Oct-15,USA,4.9,99 min
Bite (2015), Horror,2-Oct-15,USA,4.9,88 min
Eat Locals (2017), Action| Comedy| Horror,1-Sep-17,UK,5.1,94 min
The Taking of Deborah Logan (2014), Horror| Mystery| Thriller,21-Oct-14,USA,6,90 min
The Ritual (2017), Horror,13-Oct-17,UK,6.3,94 min
Amnesiac (2014), Drama| Horror| Mystery| Thriller,12-Nov-15,Kuwait,4.3,90 min
The Devil's Toy Box (2017), Horror,16-Jan-17,UK,4.2,96 min
XX (2017), Horror,17-Feb-17,USA,4.6,80 min
The Divide (2011), Drama| Horror| Sci-Fi| Thriller,20-Apr-12,UK,5.8,112 min
Only Lovers Left Alive (2013), Comedy| Drama| Horror| Romance,25-Dec-13,Germany,7.3,123 min
Lake Bodom (2016), Horror,18-May-17,USA,5.2,85 min
Phantasm: Ravager (2016), Action| Fantasy| Horror,7-Oct-16,USA,5.1,85 min
Tyler Perry's Boo 2! A Madea Halloween (2017), Comedy| Horror,20-Oct-17,USA,3,101 min
Pandemic (2016), Action| Horror| Sci-Fi| Thriller,1-Apr-16,USA,4.5,91 min
Devil's Whisper (2017), Drama| Horror| Thriller,19-Oct-17,Indonesia,6.8,85 min
V/H/S (2012), Horror| Thriller,6-Sep-12,Russia,5.8,116 min
Oculus (2013), Horror| Mystery,11-Apr-14,USA,6.5,104 min
6 Souls (2010), Horror| Mystery| Thriller,1-Mar-13,USA,6.1,112 min
The Gallows (2015), Horror| Thriller,10-Jul-15,USA,4.2,81 min
Knights of Badassdom (2013), Adventure| Comedy| Fantasy| Horror,18-Aug-14,Germany,5.7,
Ragini MMS 2 (2014), Horror,21-Mar-14,India,3.9,119 min
The Invitation (2015), Drama| Horror| Mystery| Thriller,8-Apr-16,USA,6.7,100 min
Awaken the Shadowman (2017), Drama| Horror| Mystery| Thriller,21-Jul-17,USA,5,90 min
Underworld: Blood Wars (2016), Action| Adventure| Fantasy| Horror,6-Jan-17,USA,5.8,91 min
Baskin (2015), Fantasy| Horror,1-Jan-16,Turkey,5.8,97 min
The Dark Tower (2017), Action| Adventure| Fantasy| Horror| Sci-Fi| Western,4-Aug-17,USA,5.8,95 min
Satanic (2016), Horror,1-Jul-16,USA,3.7,85 min
Beneath (2013), Horror| Thriller,3-May-13,USA,3.7,90 min
Rupture (2016), Horror| Sci-Fi| Thriller,28-Apr-17,USA,4.8,102 min
Cell (2016), Action| Drama| Horror| Sci-Fi| Thriller,10-Jun-16,USA,4.3,98 min
Cheap Thrills (2013), Comedy| Crime| Drama| Horror| Thriller,21-Mar-14,USA,6.8,88 min
The Woman in Black 2: Angel of Death (2014), Drama| Horror| Thriller,2-Jan-15,USA,4.9,98 min
Meet the Blacks (2016), Comedy| Horror,1-Apr-16,USA,5.9,94 min
The Conjuring 2 (2016), Horror| Mystery| Thriller,10-Jun-16,USA,7.4,134 min
Tales of Halloween (2015), Comedy| Horror,16-Oct-15,USA,5.5,92 min
The Cured (2017), Horror,24-Sep-17,USA,5.4,95 min
Warm Bodies (2013), Comedy| Horror| Romance,1-Feb-13,USA,6.9,98 min
Freaks of Nature (2015), Comedy| Horror| Sci-Fi,30-Oct-15,USA,5.9,92 min
Hotel Transylvania (2012), Animation| Comedy| Family| Fantasy| Horror,28-Sep-12,USA,7.1,91 min
Emelie (2015), Horror| Thriller,4-Mar-16,USA,5.4,80 min
Get Out (2017), Horror| Mystery| Thriller,24-Feb-17,USA,7.7,104 min
Gravy (2015), Comedy| Horror,2-Oct-15,USA,5.5,95 min
Monster Family (2017), Animation| Comedy| Family| Horror,2017,USA,5.2,96 min
The Gracefield Incident (2017), Action| Horror| Mystery| Sci-Fi| Thriller,27-Jul-17,Russia,4.1,89 min
31 (2016), Horror| Thriller,16-Sep-16,USA,5,102 min
Backcountry (2014), Drama| Horror| Thriller,20-Mar-15,USA,6,92 min
The Disappointments Room (2016), Drama| Horror| Thriller,9-Sep-16,USA,3.9,85 min
Navy Seals vs. Zombies (2015), Action| Horror,8-Oct-15,USA,3.3,97 min
Paranormal Activity 4 (2012), Horror,19-Oct-12,USA,4.6,88 min
Carrie (2013), Drama| Horror,18-Oct-13,USA,5.9,100 min
Freehold (2017), Comedy| Horror| Thriller,2017,UK,5.6,80 min
The Last Days on Mars (2013), Horror| Sci-Fi| Thriller,19-Sep-13,UK,5.5,98 min
Underworld Awakening (2012), Action| Fantasy| Horror,20-Jan-12,USA,6.4,88 min
Final Prayer (2013), Horror,24-Feb-15,USA,5.7,89 min
Alienate (2016), Drama| Horror| Sci-Fi| Thriller,23-Feb-16,Japan,2.7,90 min
Poltergeist (2015), Horror| Thriller,22-May-15,USA,4.9,93 min
The Mortal Instruments: City of Bones (2013), Action| Fantasy| Horror| Mystery| Romance,21-Aug-13,USA,5.9,130 min
The Lords of Salem (2012), Horror| Thriller,18-Apr-13,Russia,5.1,101 min
Patient Seven (2016), Horror,11-Oct-16,USA,4.9,116 min
The Houses October Built 2 (2017), Horror,22-Sep-17,USA,4.3,101 min
Pay the Ghost (2015), Drama| Horror| Mystery| Thriller,25-Sep-15,USA,5.2,94 min
Dig Two Graves (2014), Drama| Horror| Mystery| Thriller,24-Mar-17,USA,5.7,85 min
V/H/S/2 (2013), Horror| Thriller,6-Jun-13,USA,6.1,96 min
The Innkeepers (2011), Horror,8-Mar-12,Denmark,5.5,101 min
The Curse of Sleeping Beauty (2016), Fantasy| Horror| Mystery| Thriller,2-Jun-16,Russia,4.3,89 min
Kristy (2014), Horror| Thriller,5-Nov-15,USA,5.9,86 min
The Silenced (2015), Horror| Mystery| Thriller,18-Jun-15,South Korea,5.8,99 min
We Are the Flesh (2016), Drama| Fantasy| Horror,20-Jan-17,USA,4.7,79 min
Starry Eyes (2014), Drama| Fantasy| Horror,14-Nov-14,USA,6,98 min
Nightworld (2017), Horror| Thriller,20-Oct-17,USA,4.3,92 min
Demons (2017), Horror,6-Oct-17,USA,3.6,105 min
Happy Death Day (2017), Horror| Mystery| Thriller,13-Oct-17,USA,6.7,96 min
Ouija (2014), Horror| Thriller,24-Oct-14,USA,4.5,89 min
Red Christmas (2016), Horror| Thriller,25-Aug-17,USA,4.7,82 min
The Purge: Anarchy (2014), Action| Horror| Sci-Fi| Thriller,18-Jul-14,USA,6.5,103 min
Patient Zero (2017), Action| Drama| Horror,2017,USA,,
The Rezort (2015), Horror| Sci-Fi| Thriller,15-Jun-16,Philippines,5.3,93 min
Anna and the Apocalypse (2017), Comedy| Horror| Musical,22-Sep-17,USA,7,107 min
Rings (2017), Drama| Horror,3-Feb-17,USA,4.5,102 min
Curve (2015), Horror| Thriller,19-Jan-16,USA,5.4,81 min
The Boy (2016), Horror| Mystery| Thriller,22-Jan-16,USA,6,97 min
The Funhouse Massacre (2015), Comedy| Horror,13-Nov-15,USA,5.3,90 min
The Den (2013), Horror| Mystery| Thriller,14-Mar-14,USA,6.1,81 min
Universal Soldier: Day of Reckoning (2012), Action| Horror| Mystery| Sci-Fi| Thriller,25-Oct-12,USA,5,114 min
Wrong Turn 6: Last Resort (2014), Horror,13-Oct-14,USA,4.3,91 min
Personal Shopper (2016), Drama| Horror| Mystery| Thriller,10-Mar-17,USA,6.2,105 min
Bedeviled (2016), Horror| Thriller,22-Oct-16,USA,4.4,91 min
Cult of Chucky (2017), Horror| Thriller,24-Oct-17,France,5.2,91 min
American Gothic (2017), Horror| Thriller,2017,USA,3.6,77 min
Bunnyman Vengeance (2017), Horror,30-Oct-17,UK,3.6,108 min
Martyrs (2015), Drama| Horror| Thriller,22-Jan-16,USA,4,86 min
Don't Hang Up (2016), Horror| Thriller,10-Feb-17,USA,5.7,83 min
Crimson Peak (2015), Drama| Fantasy| Horror| Mystery| Romance| Thriller,16-Oct-15,USA,6.5,119 min
Resident Evil: Vendetta (2017), Animation| Action| Adventure| Horror| Mystery| Sci-Fi,27-May-17,Japan,6.3,97 min
The Green Inferno (2013), Adventure| Crime| Horror| Thriller,25-Sep-15,USA,5.3,100 min
You're Next (2011), Horror| Thriller,23-Aug-13,USA,6.5,95 min
Frankenweenie (2012), Animation| Comedy| Family| Horror| Sci-Fi,5-Oct-12,USA,7,87 min
The Similars (2015), Horror| Sci-Fi,15-Nov-16,USA,6,89 min
The Sandman (2017), Horror,14-Oct-17,USA,6.1,90 min
The Black Room (2017), Comedy| Horror,11-Aug-17,Spain,3.3,91 min
Hatchet III (2013), Action| Comedy| Horror| Thriller,7-Nov-13,Qatar,5.7,81 min
Victor Crowley (2017), Comedy| Horror,22-Aug-17,USA,6.8,93 min
The Neighbor (2016), Crime| Horror| Thriller,16-Sep-16,UK,5.7,87 min
The Lure (2015), Comedy| Drama| Horror| Musical,25-Dec-15,Poland,6.3,92 min
Insidious: Chapter 2 (2013), Horror| Mystery| Thriller,13-Sep-13,USA,6.6,106 min
Viral (2016), Drama| Horror| Sci-Fi| Thriller,29-Jul-16,USA,5.5,85 min
No estamos solos (2016), Horror,14-Jan-16,Peru,4.5,76 min
One of Us (2017), Drama| Horror| Mystery| Thriller,2017,USA,4.3,86 min
Wolves at the Door (2016), Horror| Thriller,18-Apr-17,USA,4.7,73 min
Here Alone (2016), Drama| Horror| Sci-Fi| Thriller,18-May-17,Kuwait,5.6,98 min
Pet (2016), Horror| Thriller,2-Dec-16,USA,5.7,94 min
House by the Lake (2017), Horror| Thriller,10-Oct-17,USA,3.8,77 min
Tusk (2014), Comedy| Drama| Horror,19-Sep-14,USA,5.4,102 min
Cabin Fever (2016), Horror,13-May-16,Ireland,3.7,99 min
Annabelle (2014), Horror| Mystery| Thriller,3-Oct-14,USA,5.4,99 min
Maniac (2012), Horror,2-Jan-13,France,6.1,89 min
Darling (2015), Horror| Thriller,26-Sep-15,USA,5.6,78 min
Creep 2 (2017), Horror| Thriller,24-Oct-17,USA,6.4,80 min
Les affamés (2017), Drama| Horror,21-Sep-17,USA,7.6,100 min
The Monster (2016), Drama| Fantasy| Horror,6-Oct-16,USA,5.4,91 min
I Am the Pretty Thing That Lives in the House (2016), Horror| Thriller,28-Oct-16,USA,4.7,89 min
Mom and Dad (2017), Horror| Thriller,24-Sep-17,USA,6.5,123 min
Horns (2013), Drama| Fantasy| Horror| Thriller,3-Oct-14,USA,6.5,120 min
The Woman in Black (2012), Drama| Fantasy| Horror| Thriller,3-Feb-12,USA,6.4,95 min
I Spit on Your Grave 2 (2013), Crime| Horror| Thriller,19-Jan-14,Japan,5.7,106 min
The 13th Friday (2017), Horror| Thriller,10-Jan-17,USA,8.4,95 min
Dismissed (2017), Horror| Thriller,2017,USA,8.9,
Gantz: O (2016), Animation| Drama| Fantasy| Horror| Sci-Fi| Thriller,14-Oct-16,Japan,7.3,95 min
Goosebumps (2015), Adventure| Comedy| Family| Fantasy| Horror,16-Oct-15,USA,6.3,103 min
The Girl with All the Gifts (2016), Drama| Horror| Thriller,26-Jan-17,USA,6.7,111 min
The Snowman (2017), Crime| Drama| Horror| Mystery| Thriller,20-Oct-17,USA,5.2,119 min
Kill Command (2016), Action| Horror| Sci-Fi| Thriller,25-Nov-16,USA,5.7,99 min
Excision (2012), Drama| Horror,2-Nov-12,UK,6.1,81 min
Byzantium (2012), Drama| Fantasy| Horror| Thriller,31-May-13,UK,6.5,118 min
John Dies at the End (2012), Comedy| Horror| Sci-Fi,25-Jan-13,USA,6.4,99 min
Hush (2016), Horror| Thriller,8-Apr-16,USA,6.6,81 min
Green Room (2015), Crime| Horror| Thriller,13-May-16,USA,7,95 min
The Devil Inside (2012), Horror,6-Jan-12,USA,4.2,83 min
They Look Like People (2015), Drama| Horror| Mystery| Thriller,26-Feb-16,USA,6,80 min
Flight 7500 (2014), Horror| Mystery| Sci-Fi| Thriller,12-Apr-16,USA,4.8,97 min
Cold Moon (2016), Crime| Drama| Horror| Mystery| Thriller,6-Oct-17,USA,4.3,92 min
The Hallow (2015), Horror,5-Nov-15,USA,5.7,97 min
Sinister 2 (2015), Horror| Mystery| Thriller,21-Aug-15,USA,5.3,97 min
Resident Evil: Retribution (2012), Action| Horror| Sci-Fi| Thriller,14-Sep-12,USA,5.4,95 min
A Haunted House (2013), Comedy| Fantasy| Horror,11-Jan-13,USA,5.1,86 min
Boo! A Madea Halloween (2016), Comedy| Horror,21-Oct-16,USA,4.6,103 min
The Sound (2017), Horror| Mystery| Thriller,6-Oct-17,Kuwait,3.5,92 min
Let Her Out (2016), Horror,20-Oct-17,USA,4.3,89 min
Daylight's End (2016), Action| Fantasy| Horror| Sci-Fi,23-Sep-16,Netherlands,5.4,105 min
Most Likely to Die (2015), Horror,25-Apr-16,UK,4,90 min
All Hallows' Eve (2013), Horror| Thriller,29-Oct-13,USA,4.9,83 min
The Tall Man (2012), Crime| Drama| Horror| Mystery| Thriller,5-Sep-12,France,5.9,106 min
Unhinged (2017), Horror,25-Sep-17,UK,4.4,93 min
Beyond the Gates (2016), Adventure| Horror,9-Dec-16,USA,5.2,84 min
Silent Hill: Revelation (2012), Adventure| Drama| Horror| Mystery| Thriller,26-Oct-12,USA,5,95 min
Mayhem (2017), Action| Horror,13-Mar-17,USA,7.1,86 min
Raw (2016), Drama| Horror,15-Mar-17,France,7,99 min
Sinister (2012), Horror| Mystery| Thriller,12-Oct-12,USA,6.8,110 min
Nina Forever (2015), Comedy| Horror| Romance,19-Jan-16,Japan,5.6,98 min
When the Bough Breaks (2016), Crime| Drama| Horror| Mystery| Thriller,9-Sep-16,USA,4.9,107 min
A Cure for Wellness (2016), Drama| Fantasy| Horror| Mystery| Sci-Fi| Thriller,17-Feb-17,USA,6.4,146 min
Lights Out (2016), Horror,22-Jul-16,USA,6.4,81 min
Be Afraid (2017), Horror| Sci-Fi| Thriller,1-Jun-17,USA,4.7,99 min
Open Water 3: Cage Dive (2017), Drama| Horror| Thriller,18-Aug-17,Turkey,4.1,80 min
Berlin Syndrome (2017), Drama| Horror| Mystery| Thriller,26-May-17,USA,6.3,116 min
K-Shop (2016), Horror| Thriller,22-Jul-16,UK,6.6,120 min
Gremlin (2017), Horror,11-Jan-17,Philippines,4,90 min
Holidays (2016), Horror,15-Apr-16,USA,5.1,105 min
Last Shift (2014), Horror| Mystery| Thriller,6-Oct-15,USA,5.7,90 min
SiREN (2016), Horror,2-Dec-16,USA,5.4,82 min
It Comes at Night (2017), Horror| Mystery,9-Jun-17,USA,6.2,91 min
Sightseers (2012), Adventure| Comedy| Crime| Horror| Romance,10-May-13,USA,6.5,88 min
The Bar (2017), Comedy| Horror| Thriller,24-Mar-17,Spain,6.4,102 min
I Am Not a Serial Killer (2016), Drama| Horror| Thriller,26-Aug-16,USA,6.2,104 min
Jessabelle (2014), Horror| Thriller,7-Nov-14,USA,5.4,90 min
The Pact (2012), Horror| Mystery| Thriller,8-Jun-12,UK,5.8,89 min
Deadgirl (2008), Horror,20-Apr-13,Japan,5.7,101 min
Attack of the Jurassic Shark (2012), Action| Horror| Sci-Fi,20-Apr-12,India,1.5,75 min
The Veil (2016), Drama| Horror| Thriller,19-Jan-16,USA,4.7,93 min
Would You Rather (2012), Horror,14-Oct-12,USA,5.8,93 min
The Vault (2017), Horror| Thriller,1-Sep-17,USA,4.7,91 min
Clowntergeist (2017), Horror,12-Sep-17,USA,3.1,80 min
Train to Busan (2016), Action| Drama| Horror| Thriller,20-Jul-16,South Korea,7.5,118 min
Jigsaw (2017), Crime| Horror| Mystery| Thriller,27-Oct-17,USA,6.4,91 min
Paranormal Activity: The Marked Ones (2014), Horror| Thriller,3-Jan-14,USA,5,84 min
Stephanie (2017), Drama| Fantasy| Horror| Mystery,27-Apr-17,USA,6.8,
Hidden (2015), Horror| Thriller,15-Sep-15,USA,6.4,84 min
Pride and Prejudice and Zombies (2016), Action| Horror| Romance,5-Feb-16,USA,5.8,108 min
The Hatred (2017), Horror| Thriller,17-Aug-17,USA,3.8,90 min
The Voices (2014), Comedy| Crime| Horror| Thriller,6-Feb-15,USA,6.4,103 min
47 Meters Down (2017), Adventure| Drama| Horror| Thriller,16-Jun-17,USA,5.7,89 min
The Purge: Election Year (2016), Action| Horror| Sci-Fi| Thriller,1-Jul-16,USA,6,108 min
The Lazarus Effect (2015), Horror| Mystery| Sci-Fi| Thriller,27-Feb-15,USA,5.2,83 min
Keep Watching (2017), Horror| Thriller,31-Oct-17,USA,6.4,
The ABCs of Death (2012), Comedy| Horror,26-Apr-13,UK,4.7,129 min
Split (2016), Horror| Thriller,20-Jan-17,USA,7.3,117 min
The Shallows (2016), Drama| Horror| Thriller,24-Jun-16,USA,6.3,86 min
The Endless (2017), Horror| Sci-Fi| Thriller,21-Apr-17,USA,6.9,100 min
House at the End of the Street (2012), Drama| Horror| Thriller,21-Sep-12,USA,5.6,101 min
Better Watch Out (2016), Comedy| Horror| Thriller,6-Oct-17,USA,6.7,89 min
The Other Side of the Door (2016), Horror,4-Mar-16,USA,5.3,96 min
Spring (2014), Comedy| Horror| Romance| Sci-Fi,20-Mar-15,USA,6.7,109 min
Zombeavers (2014), Comedy| Horror,20-Mar-15,USA,4.8,77 min
American Mary (2012), Drama| Horror,11-Jan-13,UK,6.3,103 min
Life After Beth (2014), Comedy| Horror| Romance,15-Jul-14,USA,5.6,89 min
The Town That Dreaded Sundown (2014), Horror| Mystery| Thriller,17-Oct-14,USA,5.6,86 min
Hallows Eve (2016), Horror| Thriller,1-Aug-16,UK,4.1,88 min
Veronica (2017), Horror,25-Aug-17,Spain,6.9,105 min
Piranha 3DD (2012), Comedy| Horror,11-May-12,UK,3.8,83 min
Vamps (2012), Comedy| Horror| Romance,2-Nov-12,USA,5.2,92 min
Morgan (2016), Action| Horror| Sci-Fi| Thriller,2-Sep-16,USA,5.8,92 min
Golmaal Again (2017), Action| Comedy| Fantasy| Horror,20-Oct-17,USA,5.6,140 min
The Love Witch (2016), Comedy| Horror,10-Mar-17,UK,6.2,120 min
The Neon Demon (2016), Horror| Thriller,24-Jun-16,USA,6.2,118 min
Dark Shadows (2012), Comedy| Fantasy| Horror,11-May-12,USA,6.2,113 min
The Autopsy of Jane Doe (2016), Horror| Mystery| Thriller,21-Dec-16,USA,6.8,86 min
Dave Made a Maze (2017), Adventure| Comedy| Horror,18-Aug-17,USA,6.2,80 min
Contracted (2013), Drama| Horror| Thriller,22-Nov-13,USA,5.3,84 min
A Christmas Horror Story (2015), Fantasy| Horror| Mystery| Thriller,2-Oct-15,USA,5.7,99 min
Killing Ground (2016), Horror| Thriller,21-Jul-17,USA,5.8,88 min
1922 (2017), Crime| Drama| Horror| Mystery| Thriller,20-Oct-17,USA,6.5,102 min
Don't Knock Twice (2016), Horror,3-Feb-17,USA,5.2,93 min
Buckout Road (2017), Horror,2017,Canada,,
The Human Centipede III (Final Sequence) (2015), Comedy| Horror,18-Jun-15,Taiwan,2.9,102 min
Stonehearst Asylum (2014), Drama| Horror| Mystery| Thriller,24-Oct-14,USA,6.8,112 min
Smartass (2017), Comedy| Drama| Horror,12-Sep-17,USA,4.7,90 min
House on Willow Street (2016), Action| Horror,24-Mar-17,USA,5.3,90 min
Tale of Tales (2015), Drama| Fantasy| Horror,22-Apr-16,USA,6.4,134 min
No One Lives (2012), Horror| Thriller,10-May-13,USA,6,86 min
Under the Shadow (2016), Horror| War,7-Oct-16,USA,7,84 min
Mama (2013), Horror| Thriller,18-Jan-13,USA,6.2,100 min
